"Question","Fullquestion","Var1","Freq","Numeric"
"CNP30","I know where to find the ingredients I need to prepare a meal.","Somewhat disagree",2,2
"CNP30","I know where to find the ingredients I need to prepare a meal.","Somewhat agree",22,3
"CNP30","I know where to find the ingredients I need to prepare a meal.","Neither agree nor disagree",6,4
"CNP30","I know where to find the ingredients I need to prepare a meal.","Disagree",1,5
"CNP30","I know where to find the ingredients I need to prepare a meal.","Agree",87,6
"CNP_thank","Thank you for your responses on this survey! You will be compensated an additional $5 for your participation. Would you like to continue?","Yes",171,1
"CNP_thank","Thank you for your responses on this survey! You will be compensated an additional $5 for your participation. Would you like to continue?","No",1,2
"CNP_thank","Thank you for your responses on this survey! You will be compensated an additional $5 for your participation. Would you like to continue?","",1,3
"CEBQ1","My child loves food","Sometimes",29,1
"CEBQ1","My child loves food","Rarely",5,2
"CEBQ1","My child loves food","Often",81,3
"CEBQ1","My child loves food","Always",58,4
"CEBQ2","My child eats more when worried","Sometimes",23,1
"CEBQ2","My child eats more when worried","Rarely",55,2
"CEBQ2","My child eats more when worried","Often",24,3
"CEBQ2","My child eats more when worried","Never",52,4
"CEBQ2","My child eats more when worried","Always",18,5
"CEBQ2","My child eats more when worried","",1,6
"CEBQ3","My child has a big appetite","Sometimes",74,1
"CEBQ3","My child has a big appetite","Rarely",24,2
"CEBQ3","My child has a big appetite","Often",37,3
"CEBQ3","My child has a big appetite","Never",5,4
"CEBQ3","My child has a big appetite","Always",33,5
"CEBQ4","My child finishes his/her meal quickly","Sometimes",64,1
"CEBQ4","My child finishes his/her meal quickly","Rarely",43,2
"CEBQ4","My child finishes his/her meal quickly","Often",29,3
"CEBQ4","My child finishes his/her meal quickly","Never",11,4
"CEBQ4","My child finishes his/her meal quickly","Always",26,5
"CEBQ5","My child is interested in food","Sometimes",35,1
"CEBQ5","My child is interested in food","Rarely",9,2
"CEBQ5","My child is interested in food","Often",78,3
"CEBQ5","My child is interested in food","Always",51,4
"CEBQ6","My child is always asking for a drink","Sometimes",42,1
"CEBQ6","My child is always asking for a drink","Rarely",15,2
"CEBQ6","My child is always asking for a drink","Often",61,3
"CEBQ6","My child is always asking for a drink","Never",1,4
"CEBQ6","My child is always asking for a drink","Always",54,5
"CEBQ7","My child refuses new foods at first","Sometimes",58,1
"CEBQ7","My child refuses new foods at first","Rarely",38,2
"CEBQ7","My child refuses new foods at first","Often",46,3
"CEBQ7","My child refuses new foods at first","Never",10,4
"CEBQ7","My child refuses new foods at first","Always",21,5
"CEBQ8","My child eats slowly","Sometimes",55,1
"CEBQ8","My child eats slowly","Rarely",39,2
"CEBQ8","My child eats slowly","Often",51,3
"CEBQ8","My child eats slowly","Never",12,4
"CEBQ8","My child eats slowly","Always",15,5
"CEBQ8","My child eats slowly","",1,6
"CEBQ9","My child eats less when angry","Sometimes",44,1
"CEBQ9","My child eats less when angry","Rarely",49,2
"CEBQ9","My child eats less when angry","Often",42,3
"CEBQ9","My child eats less when angry","Never",21,4
"CEBQ9","My child eats less when angry","Always",16,5
"CEBQ9","My child eats less when angry","",1,6
"CEBQ10","My child enjoys tasting new foods","Sometimes",68,1
"CEBQ10","My child enjoys tasting new foods","Rarely",36,2
"CEBQ10","My child enjoys tasting new foods","Often",40,3
"CEBQ10","My child enjoys tasting new foods","Never",6,4
"CEBQ10","My child enjoys tasting new foods","Always",23,5
"CEBQ11","My child eats less when she or he is tired","Sometimes",64,1
"CEBQ11","My child eats less when she or he is tired","Rarely",27,2
"CEBQ11","My child eats less when she or he is tired","Often",57,3
"CEBQ11","My child eats less when she or he is tired","Never",5,4
"CEBQ11","My child eats less when she or he is tired","Always",20,5
"CEBQ12","My child is always asking for food","Sometimes",62,1
"CEBQ12","My child is always asking for food","Rarely",39,2
"CEBQ12","My child is always asking for food","Often",41,3
"CEBQ12","My child is always asking for food","Never",3,4
"CEBQ12","My child is always asking for food","Always",28,5
"CEBQ13","My child eats more when annoyed","Sometimes",30,1
"CEBQ13","My child eats more when annoyed","Rarely",66,2
"CEBQ13","My child eats more when annoyed","Often",11,3
"CEBQ13","My child eats more when annoyed","Never",49,4
"CEBQ13","My child eats more when annoyed","Always",15,5
"CEBQ13","My child eats more when annoyed","",2,6
"CEBQ14","If allowed to, my child would eat too much","Sometimes",29,1
"CEBQ14","If allowed to, my child would eat too much","Rarely",52,2
"CEBQ14","If allowed to, my child would eat too much","Often",26,3
"CEBQ14","If allowed to, my child would eat too much","Never",50,4
"CEBQ14","If allowed to, my child would eat too much","Always",16,5
"CEBQ15","My child eats more when anxious","Sometimes",29,1
"CEBQ15","My child eats more when anxious","Rarely",48,2
"CEBQ15","My child eats more when anxious","Often",21,3
"CEBQ15","My child eats more when anxious","Never",63,4
"CEBQ15","My child eats more when anxious","Always",10,5
"CEBQ15","My child eats more when anxious","",2,6
"CEBQ16","My child enjoys a wide variety of foods","Sometimes",51,1
"CEBQ16","My child enjoys a wide variety of foods","Rarely",28,2
"CEBQ16","My child enjoys a wide variety of foods","Often",50,3
"CEBQ16","My child enjoys a wide variety of foods","Never",1,4
"CEBQ16","My child enjoys a wide variety of foods","Always",43,5
"CEBQ17","My child leaves food on his/her plate at the
end of a meal","Sometimes",55,1
"CEBQ17","My child leaves food on his/her plate at the
end of a meal","Rarely",18,2
"CEBQ17","My child leaves food on his/her plate at the
end of a meal","Often",66,3
"CEBQ17","My child leaves food on his/her plate at the
end of a meal","Never",4,4
"CEBQ17","My child leaves food on his/her plate at the
end of a meal","Always",30,5
"CEBQ18","My child takes more than 30 minutes to
finish a meal","Sometimes",50,1
"CEBQ18","My child takes more than 30 minutes to
finish a meal","Rarely",54,2
"CEBQ18","My child takes more than 30 minutes to
finish a meal","Often",32,3
"CEBQ18","My child takes more than 30 minutes to
finish a meal","Never",26,4
"CEBQ18","My child takes more than 30 minutes to
finish a meal","Always",11,5
"CEBQ19","Given the choice, my child would eat most
of the time","Sometimes",52,1
"CEBQ19","Given the choice, my child would eat most
of the time","Rarely",48,2
"CEBQ19","Given the choice, my child would eat most
of the time","Often",37,3
"CEBQ19","Given the choice, my child would eat most
of the time","Never",14,4
"CEBQ19","Given the choice, my child would eat most
of the time","Always",22,5
"CEBQ20","My child looks forward to mealtimes","Sometimes",50,1
"CEBQ20","My child looks forward to mealtimes","Rarely",21,2
"CEBQ20","My child looks forward to mealtimes","Often",70,3
"CEBQ20","My child looks forward to mealtimes","Never",1,4
"CEBQ20","My child looks forward to mealtimes","Always",31,5
"CEBQ21","My child gets full before his/her meal is
finished","Sometimes",66,1
"CEBQ21","My child gets full before his/her meal is
finished","Rarely",25,2
"CEBQ21","My child gets full before his/her meal is
finished","Often",57,3
"CEBQ21","My child gets full before his/her meal is
finished","Never",1,4
"CEBQ21","My child gets full before his/her meal is
finished","Always",24,5
"CEBQ22","My child enjoys eating","Sometimes",40,1
"CEBQ22","My child enjoys eating","Rarely",9,2
"CEBQ22","My child enjoys eating","Often",81,3
"CEBQ22","My child enjoys eating","Always",43,4
"CEBQ23","My child eats more when she or he is happy","Sometimes",50,1
"CEBQ23","My child eats more when she or he is happy","Rarely",13,2
"CEBQ23","My child eats more when she or he is happy","Often",73,3
"CEBQ23","My child eats more when she or he is happy","Never",8,4
"CEBQ23","My child eats more when she or he is happy","Always",28,5
"CEBQ23","My child eats more when she or he is happy","",1,6
"CEBQ24","My child is difficult to please with meals","Sometimes",60,1
"CEBQ24","My child is difficult to please with meals","Rarely",54,2
"CEBQ24","My child is difficult to please with meals","Often",34,3
"CEBQ24","My child is difficult to please with meals","Never",5,4
"CEBQ24","My child is difficult to please with meals","Always",19,5
"CEBQ24","My child is difficult to please with meals","",1,6
"CEBQ25","My child eats less when upset","Sometimes",52,1
"CEBQ25","My child eats less when upset","Rarely",37,2
"CEBQ25","My child eats less when upset","Often",46,3
"CEBQ25","My child eats less when upset","Never",9,4
"CEBQ25","My child eats less when upset","Always",28,5
"CEBQ25","My child eats less when upset","",1,6
"CEBQ26","My child gets full up easily (becomes full easily)","Sometimes",71,1
"CEBQ26","My child gets full up easily (becomes full easily)","Rarely",40,2
"CEBQ26","My child gets full up easily (becomes full easily)","Often",37,3
"CEBQ26","My child gets full up easily (becomes full easily)","Never",2,4
"CEBQ26","My child gets full up easily (becomes full easily)","Always",23,5
"CEBQ27","My child eats more when she or he has nothing
else to do","Sometimes",36,1
"CEBQ27","My child eats more when she or he has nothing
else to do","Rarely",62,2
"CEBQ27","My child eats more when she or he has nothing
else to do","Often",30,3
"CEBQ27","My child eats more when she or he has nothing
else to do","Never",26,4
"CEBQ27","My child eats more when she or he has nothing
else to do","Always",18,5
"CEBQ27","My child eats more when she or he has nothing
else to do","",1,6
"CEBQ28","Even if my child is full she or he finds room to
eat his/her favorite food","Sometimes",57,1
"CEBQ28","Even if my child is full she or he finds room to
eat his/her favorite food","Rarely",22,2
"CEBQ28","Even if my child is full she or he finds room to
eat his/her favorite food","Often",45,3
"CEBQ28","Even if my child is full she or he finds room to
eat his/her favorite food","Never",14,4
"CEBQ28","Even if my child is full she or he finds room to
eat his/her favorite food","Always",34,5
"CEBQ28","Even if my child is full she or he finds room to
eat his/her favorite food","",1,6
"CEBQ29","If given the chance, my child would drink
continuously throughout the day","Sometimes",42,1
"CEBQ29","If given the chance, my child would drink
continuously throughout the day","Rarely",40,2
"CEBQ29","If given the chance, my child would drink
continuously throughout the day","Often",55,3
"CEBQ29","If given the chance, my child would drink
continuously throughout the day","Never",15,4
"CEBQ29","If given the chance, my child would drink
continuously throughout the day","Always",21,5
"CEBQ30","My child cannot eat a meal if she or he has had
a snack just before","Sometimes",67,1
"CEBQ30","My child cannot eat a meal if she or he has had
a snack just before","Rarely",39,2
"CEBQ30","My child cannot eat a meal if she or he has had
a snack just before","Often",49,3
"CEBQ30","My child cannot eat a meal if she or he has had
a snack just before","Never",7,4
"CEBQ30","My child cannot eat a meal if she or he has had
a snack just before","Always",11,5
"CEBQ31","If given the chance, my child would always
be having a drink","Sometimes",34,1
"CEBQ31","If given the chance, my child would always
be having a drink","Rarely",42,2
"CEBQ31","If given the chance, my child would always
be having a drink","Often",39,3
"CEBQ31","If given the chance, my child would always
be having a drink","Never",24,4
"CEBQ31","If given the chance, my child would always
be having a drink","Always",34,5
"CEBQ32","My child is interested in tasting food she or he hasn’t tasted before","Sometimes",65,1
"CEBQ32","My child is interested in tasting food she or he hasn’t tasted before","Rarely",45,2
"CEBQ32","My child is interested in tasting food she or he hasn’t tasted before","Often",43,3
"CEBQ32","My child is interested in tasting food she or he hasn’t tasted before","Never",5,4
"CEBQ32","My child is interested in tasting food she or he hasn’t tasted before","Always",15,5
"CEBQ33","My child decides that she or he doesn’t like a
food, even without tasting it","Sometimes",69,1
"CEBQ33","My child decides that she or he doesn’t like a
food, even without tasting it","Rarely",28,2
"CEBQ33","My child decides that she or he doesn’t like a
food, even without tasting it","Often",58,3
"CEBQ33","My child decides that she or he doesn’t like a
food, even without tasting it","Never",5,4
"CEBQ33","My child decides that she or he doesn’t like a
food, even without tasting it","Always",13,5
"CEBQ34","If given the chance, my child would always
have food in his/her mouth","Sometimes",23,1
"CEBQ34","If given the chance, my child would always
have food in his/her mouth","Rarely",58,2
"CEBQ34","If given the chance, my child would always
have food in his/her mouth","Often",20,3
"CEBQ34","If given the chance, my child would always
have food in his/her mouth","Never",49,4
"CEBQ34","If given the chance, my child would always
have food in his/her mouth","Always",23,5
"CEBQ35","My child eats more and more slowly during
the course of a meal","Sometimes",71,1
"CEBQ35","My child eats more and more slowly during
the course of a meal","Rarely",31,2
"CEBQ35","My child eats more and more slowly during
the course of a meal","Often",38,3
"CEBQ35","My child eats more and more slowly during
the course of a meal","Never",13,4
"CEBQ35","My child eats more and more slowly during
the course of a meal","Always",20,5
"CEBQ_thank","Thank you for your responses. You will be compensated an additional $5 for your participation. We have 1 final survey. Would you like to continue?","Yes",171,1
"CEBQ_thank","Thank you for your responses. You will be compensated an additional $5 for your participation. We have 1 final survey. Would you like to continue?","No",2,2
"PFSQ1","I allow my child to choose which foods to have for meals","Sometimes",70,1
"PFSQ1","I allow my child to choose which foods to have for meals","Rarely",19,2
"PFSQ1","I allow my child to choose which foods to have for meals","Often",60,3
"PFSQ1","I allow my child to choose which foods to have for meals","Never",4,4
"PFSQ1","I allow my child to choose which foods to have for meals","Always",20,5
"PFSQ2","I give my child something to eat to make him/her feel better 
when she or he is feeling upset","Sometimes",39,1
"PFSQ2","I give my child something to eat to make him/her feel better 
when she or he is feeling upset","Rarely",58,2
"PFSQ2","I give my child something to eat to make him/her feel better 
when she or he is feeling upset","Often",28,3
"PFSQ2","I give my child something to eat to make him/her feel better 
when she or he is feeling upset","Never",22,4
"PFSQ2","I give my child something to eat to make him/her feel better 
when she or he is feeling upset","Always",26,5
"PFSQ3","I encourage my child to look forward to the meal","Sometimes",48,1
"PFSQ3","I encourage my child to look forward to the meal","Rarely",6,2
"PFSQ3","I encourage my child to look forward to the meal","Often",82,3
"PFSQ3","I encourage my child to look forward to the meal","Never",2,4
"PFSQ3","I encourage my child to look forward to the meal","Always",35,5
"PFSQ4","I praise my child if she or he eats what I give him/her","Sometimes",35,1
"PFSQ4","I praise my child if she or he eats what I give him/her","Rarely",16,2
"PFSQ4","I praise my child if she or he eats what I give him/her","Often",62,3
"PFSQ4","I praise my child if she or he eats what I give him/her","Never",2,4
"PFSQ4","I praise my child if she or he eats what I give him/her","Always",58,5
"PFSQ5","I decide how many snacks my child should have","Sometimes",44,1
"PFSQ5","I decide how many snacks my child should have","Rarely",21,2
"PFSQ5","I decide how many snacks my child should have","Often",53,3
"PFSQ5","I decide how many snacks my child should have","Never",6,4
"PFSQ5","I decide how many snacks my child should have","Always",49,5
"PFSQ6","I encourage my child to eat a wide variety of foods","Sometimes",21,1
"PFSQ6","I encourage my child to eat a wide variety of foods","Rarely",2,2
"PFSQ6","I encourage my child to eat a wide variety of foods","Often",78,3
"PFSQ6","I encourage my child to eat a wide variety of foods","Never",1,4
"PFSQ6","I encourage my child to eat a wide variety of foods","Always",71,5
"PFSQ7","In order to get my child to behave him/herself I promise 
him/her something to eat","Sometimes",63,1
"PFSQ7","In order to get my child to behave him/herself I promise 
him/her something to eat","Rarely",36,2
"PFSQ7","In order to get my child to behave him/herself I promise 
him/her something to eat","Often",34,3
"PFSQ7","In order to get my child to behave him/herself I promise 
him/her something to eat","Never",23,4
"PFSQ7","In order to get my child to behave him/herself I promise 
him/her something to eat","Always",17,5
"PFSQ8","I present food in an attractive way to my child","Sometimes",54,1
"PFSQ8","I present food in an attractive way to my child","Rarely",18,2
"PFSQ8","I present food in an attractive way to my child","Often",78,3
"PFSQ8","I present food in an attractive way to my child","Always",22,4
"PFSQ8","I present food in an attractive way to my child","",1,5
"PFSQ9","If my child misbehaves I withhold his/her favourite food","Sometimes",38,1
"PFSQ9","If my child misbehaves I withhold his/her favourite food","Rarely",20,2
"PFSQ9","If my child misbehaves I withhold his/her favourite food","Often",26,3
"PFSQ9","If my child misbehaves I withhold his/her favourite food","Never",71,4
"PFSQ9","If my child misbehaves I withhold his/her favourite food","Always",18,5
"PFSQ10","I encourage my child to taste each of the foods I serve at 
mealtimes","Sometimes",23,1
"PFSQ10","I encourage my child to taste each of the foods I serve at 
mealtimes","Rarely",3,2
"PFSQ10","I encourage my child to taste each of the foods I serve at 
mealtimes","Often",57,3
"PFSQ10","I encourage my child to taste each of the foods I serve at 
mealtimes","Always",90,4
"PFSQ11","I allow my child to wander around during a meal","Sometimes",33,1
"PFSQ11","I allow my child to wander around during a meal","Rarely",53,2
"PFSQ11","I allow my child to wander around during a meal","Often",34,3
"PFSQ11","I allow my child to wander around during a meal","Never",32,4
"PFSQ11","I allow my child to wander around during a meal","Always",21,5
"PFSQ12","I encourage my child to try foods that she or he hasn’t tasted
before","Sometimes",28,1
"PFSQ12","I encourage my child to try foods that she or he hasn’t tasted
before","Rarely",9,2
"PFSQ12","I encourage my child to try foods that she or he hasn’t tasted
before","Often",69,3
"PFSQ12","I encourage my child to try foods that she or he hasn’t tasted
before","Always",67,4
"PFSQ13","I give my child something to eat to make him/her feel better 
when she or he has been hurt","Sometimes",39,1
"PFSQ13","I give my child something to eat to make him/her feel better 
when she or he has been hurt","Rarely",57,2
"PFSQ13","I give my child something to eat to make him/her feel better 
when she or he has been hurt","Often",28,3
"PFSQ13","I give my child something to eat to make him/her feel better 
when she or he has been hurt","Never",36,4
"PFSQ13","I give my child something to eat to make him/her feel better 
when she or he has been hurt","Always",13,5
"PFSQ14","I let my child decide when she or he would like to have her meal","Sometimes",50,1
"PFSQ14","I let my child decide when she or he would like to have her meal","Rarely",56,2
"PFSQ14","I let my child decide when she or he would like to have her meal","Often",31,3
"PFSQ14","I let my child decide when she or he would like to have her meal","Never",18,4
"PFSQ14","I let my child decide when she or he would like to have her meal","Always",18,5
"PFSQ15","I give my child something to eat if she or he is feeling bored","Sometimes",27,1
"PFSQ15","I give my child something to eat if she or he is feeling bored","Rarely",52,2
"PFSQ15","I give my child something to eat if she or he is feeling bored","Often",25,3
"PFSQ15","I give my child something to eat if she or he is feeling bored","Never",55,4
"PFSQ15","I give my child something to eat if she or he is feeling bored","Always",14,5
"PFSQ16","I allow my child to decide when she or he has had enough 
snacks to eat","Sometimes",53,1
"PFSQ16","I allow my child to decide when she or he has had enough 
snacks to eat","Rarely",35,2
"PFSQ16","I allow my child to decide when she or he has had enough 
snacks to eat","Often",47,3
"PFSQ16","I allow my child to decide when she or he has had enough 
snacks to eat","Never",17,4
"PFSQ16","I allow my child to decide when she or he has had enough 
snacks to eat","Always",21,5
"PFSQ17","I decide when it is time for my child to have a snack","Sometimes",56,1
"PFSQ17","I decide when it is time for my child to have a snack","Rarely",24,2
"PFSQ17","I decide when it is time for my child to have a snack","Often",59,3
"PFSQ17","I decide when it is time for my child to have a snack","Never",4,4
"PFSQ17","I decide when it is time for my child to have a snack","Always",30,5
"PFSQ18","I use puddings (or other sweet treats) as a bribe to get my child to eat his/her 
main course","Sometimes",55,1
"PFSQ18","I use puddings (or other sweet treats) as a bribe to get my child to eat his/her 
main course","Rarely",43,2
"PFSQ18","I use puddings (or other sweet treats) as a bribe to get my child to eat his/her 
main course","Often",23,3
"PFSQ18","I use puddings (or other sweet treats) as a bribe to get my child to eat his/her 
main course","Never",35,4
"PFSQ18","I use puddings (or other sweet treats) as a bribe to get my child to eat his/her 
main course","Always",17,5
"PFSQ19","I encourage my child to enjoy his/her food","Sometimes",25,1
"PFSQ19","I encourage my child to enjoy his/her food","Rarely",5,2
"PFSQ19","I encourage my child to enjoy his/her food","Often",78,3
"PFSQ19","I encourage my child to enjoy his/her food","Always",65,4
"PFSQ20","I decide the times when my child eats his/her meals","Sometimes",31,1
"PFSQ20","I decide the times when my child eats his/her meals","Rarely",7,2
"PFSQ20","I decide the times when my child eats his/her meals","Often",96,3
"PFSQ20","I decide the times when my child eats his/her meals","Never",1,4
"PFSQ20","I decide the times when my child eats his/her meals","Always",38,5
"PFSQ21","I give my child something to eat to make him/her feel better 
when she or he is worried","Sometimes",29,1
"PFSQ21","I give my child something to eat to make him/her feel better 
when she or he is worried","Rarely",43,2
"PFSQ21","I give my child something to eat to make him/her feel better 
when she or he is worried","Often",26,3
"PFSQ21","I give my child something to eat to make him/her feel better 
when she or he is worried","Never",62,4
"PFSQ21","I give my child something to eat to make him/her feel better 
when she or he is worried","Always",13,5
"PFSQ22","I reward my child with something to eat when she or he is well 
behaved","Sometimes",75,1
"PFSQ22","I reward my child with something to eat when she or he is well 
behaved","Rarely",33,2
"PFSQ22","I reward my child with something to eat when she or he is well 
behaved","Often",35,3
"PFSQ22","I reward my child with something to eat when she or he is well 
behaved","Never",14,4
"PFSQ22","I reward my child with something to eat when she or he is well 
behaved","Always",16,5
"PFSQ23","I let my child eat between meals whenever she or he wants","Sometimes",52,1
"PFSQ23","I let my child eat between meals whenever she or he wants","Rarely",41,2
"PFSQ23","I let my child eat between meals whenever she or he wants","Often",49,3
"PFSQ23","I let my child eat between meals whenever she or he wants","Never",9,4
"PFSQ23","I let my child eat between meals whenever she or he wants","Always",22,5
"PFSQ24","I insist my child eats meals at the table","Sometimes",38,1
"PFSQ24","I insist my child eats meals at the table","Rarely",12,2
"PFSQ24","I insist my child eats meals at the table","Often",59,3
"PFSQ24","I insist my child eats meals at the table","Never",5,4
"PFSQ24","I insist my child eats meals at the table","Always",58,5
"PFSQ24","I insist my child eats meals at the table","",1,6
"PFSQ25","I give my child something to eat to make him/her feel better 
when she or he is feeling angry","Sometimes",30,1
"PFSQ25","I give my child something to eat to make him/her feel better 
when she or he is feeling angry","Rarely",40,2
"PFSQ25","I give my child something to eat to make him/her feel better 
when she or he is feeling angry","Often",26,3
"PFSQ25","I give my child something to eat to make him/her feel better 
when she or he is feeling angry","Never",66,4
"PFSQ25","I give my child something to eat to make him/her feel better 
when she or he is feeling angry","Always",11,5
"PFSQ26","I decide what my child eats between meals","Sometimes",56,1
"PFSQ26","I decide what my child eats between meals","Rarely",14,2
"PFSQ26","I decide what my child eats between meals","Often",73,3
"PFSQ26","I decide what my child eats between meals","Never",2,4
"PFSQ26","I decide what my child eats between meals","Always",28,5
"PFSQ27","I praise my child if she or he eats a new food","Sometimes",33,1
"PFSQ27","I praise my child if she or he eats a new food","Rarely",12,2
"PFSQ27","I praise my child if she or he eats a new food","Often",54,3
"PFSQ27","I praise my child if she or he eats a new food","Always",74,4
